"new.article.id","year","journal","pmid","author","title","abstract","url"
"X1773","%D 2015","%B Work","%M 25227672","%A Gallaway, M. S.","%T A mixed methods epidemiological investigation of preventable deaths among U.S. Army soldiers assigned to a rehabilitative warrior transition unit","%X The prevalence of medical risk factors for suicide (e.g., mental disorders, severe disability, social disruption) may be higher among WTs compared to traditional Army units. Likewise, the extent to which traditional factors that protect soldiers from developing serious mental disorders (e.g., social support, unit cohesion, leadership) are present among soldiers assigned to the WTU is unclear.|An epidemiological consultation (EPICON) was conducted in 2010 to assess potential causes for a perceived high rate of suicides and preventable deaths in U.S. Army Warrior Transition Units (WTUs) and to identify potential improvements to the system of care.|The EPICON focused on: (1) risk factors for suicide/preventable deaths; (2) chronic pain management; (3) utilization of and access to WTU medical and behavioral health (BH) services; and (4) the impact of the WTU environment on mission focus and warrior disposition. BH history was examined for soldiers who died by suicide or preventable death while assigned to the WTU (index cases) and a representative comparison group of non-index case soldiers. Surveys and focus groups were conducted at four WTUs with Warriors in Transition (WTs) and key support staff.|The use of psychotropic and/or CNS depressant medications, prevalence of BH diagnoses and substance use disorders, polypharmacy, alcohol use, and a high cumulative number of stressors were identified as important risk factors for preventable deaths in the WTC. Areas of potential improvement to the system of care included addressing negative perceptions of the WTU environment, lack of social support, barriers to accessing BH services and issues related to coordination of care.|There was no one single risk factor found to be associated with an increased likelihood of preventable deaths within the WTU. The unique design and operation of the WTUs as environments focused on treatment and rehabilitation provide both benefits and challenges to recovery and risk mitigation.","%U https://www.ncbi.nlm.nih.gov/pubmed/25227672"
"X1907","%D 2014","%B Psychol Med","%M 25055175","%A Gilman, S. E.","%T Sociodemographic and career history predictors of suicide mortality in the United States Army 2004-2009","%X The US Army suicide rate has increased sharply in recent years. Identifying significant predictors of Army suicides in Army and Department of Defense (DoD) administrative records might help focus prevention efforts and guide intervention content. Previous studies of administrative data, although documenting significant predictors, were based on limited samples and models. A career history perspective is used here to develop more textured models.|The analysis was carried out as part of the Historical Administrative Data Study (HADS) of the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS). De-identified data were combined across numerous Army and DoD administrative data systems for all Regular Army soldiers on active duty in 2004-2009. Multivariate associations of sociodemographics and Army career variables with suicide were examined in subgroups defined by time in service, rank and deployment history.|Several novel results were found that could have intervention implications. The most notable of these were significantly elevated suicide rates (69.6-80.0 suicides per 100Â 000 person-years compared with 18.5 suicides per 100Â 000 person-years in the total Army) among enlisted soldiers deployed either during their first year of service or with less than expected (based on time in service) junior enlisted rank; a substantially greater rise in suicide among women than men during deployment; and a protective effect of marriage against suicide only during deployment.|A career history approach produces several actionable insights missed in less textured analyses of administrative data predictors. Expansion of analyses to a richer set of predictors might help refine understanding of intervention implications.","%U https://www.ncbi.nlm.nih.gov/pubmed/25055175"
"X1977","%D 2019","%B Psychol Serv","%M 30359074","%A Goodin, C. A.","%T Financial hardship and risk of suicide among U.S. Army personnel","%X Financial stress has been frequently identified as a risk factor for suicidal behavior, both in military and civilian groups. However, it remains unclear to what degree financial stress may be associated independently with suicide behavior when accounting for other risk factors. This study examined data on suicide and suicide attempt cases in the Department of Defense Suicide Event Report compared with service members who did not have recent suicide behavior. The resulting multinomial regression analysis found that financial distress had a weak association with suicide, and its relationship to suicide attempts was not statistically significant. Compared with financial distress, relationship problems and substance abuse history appeared to have much stronger associations with suicidal behavior, as did having a diagnosis of a mood disorder, such as major depressive disorder. The major conclusion from these data are that although financial distress may be a risk factor for suicidal behavior, the relationship is likely indirect and considerably less substantial than previously suspected. In addition, its relative influence is significantly less than other identified risk factors. (PsycINFO Database Record (c) 2019 APA, all rights reserved).","%U https://www.ncbi.nlm.nih.gov/pubmed/30359074"
"X2023","%D 2019","%B Behav Res Ther","%M 31248578","%A Hamedi, A.","%T Attentional bias and the Suicide Status Form: Behavioral perseveration of written responses","%X Given the vast public health problem of suicide, the need for more effective assessment of suicidal risk is clear. The major approaches applied to this challenge include various direct approaches (e.g., suicide-focused interviews) and indirect approaches (e.g., implicit methodologies or ""occult"" assessments) that tend to assess an attentional bias for suicidal risk, the latter of which the present investigation sought to study. Using the Suicide Status Form (SSF)-the central multi-purpose tool that is used within a collaborative assessment process with suicidal patients who are engaged in the ""Collaborative Assessment and Management of Suicidality"" (CAMS; Jobes, 2016)-we aimed to investigate the influence of perseverative, hand-written content responses pertaining to potential suicidal risk. Specifically, we explored whether repeating certain topic content might reflect a perseverative response style; we thus compared written content results of first session SSFs taken from a sample of suicidal U.S. Army Soldiers (Study 1) and a sample of suicidal college students (Study 2). Across the two studies, patients who repeated the same content (""1-Topic Repeaters"") had significantly higher ratings related to suicidal ideation in comparison to those with more heterogeneous response styles. This replicated finding perhaps reveals a form of behavioral perseveration that is potentially related to increased suicidal risk with possible implications for successful treatment.","%U https://www.ncbi.nlm.nih.gov/pubmed/31248578"
"X2069","%D 2016","%B Mil Med","%M 27483518","%A Herberman Mash, H. B.","%T Alcohol Use and Reasons for Drinking as Risk Factors for Suicidal Behavior in the U.S. Army","%X High levels of alcohol use and alcohol-related problems are associated with suicidal behaviors (i.e., seriously considering and/or attempting suicide) in military and civilian populations. Examination of reasons for drinking alcohol may identify subgroups of soldiers who may either be at risk for suicidal behaviors or resilient to suicidality.|We examined the associations among reasons for drinking, level of alcohol use, and past year suicidality in 3,813 U.S. Army soldiers using the Department of Defense Survey of Health-Related Behaviors among Active Duty Military Personnel.|Six percent of soldiers reported suicidal thoughts and behaviors within the past year. Those who reported the highest level of alcohol use were more likely to have seriously considered and/or attempted suicide. Drinking to avoid rejection/""fit in"" was associated with suicidality, even after adjusting for level of alcohol consumption, post-traumatic stress disorder, and depression. Although unadjusted analyses revealed a relation of pleasure-seeking drinking motives to suicidality, this association did not remain significant after controlling for covariates.|Drinking to avoid rejection/""fit in"" is associated with suicidality above overall alcohol consumption. Screening for this reason for drinking may be useful for suicide prediction and prevention.","%U https://www.ncbi.nlm.nih.gov/pubmed/27483518"
"X2159","%D 2022","%B J Psychiatr Res","%M 33190841","%A Hoffman, S. N.","%T Association between neurocognitive functioning and suicide attempts in U.S. Army Soldiers","%X Suicide is a serious public health problem, including among U.S. Army personnel. There is great interest in discovering objective predictors of suicide and non-fatal suicidal behaviors. The current study examined the association between neurocognitive functioning and pre-military history of suicide attempts (SA) and post-enlistment onset of SA.|New Soldiers reporting for Basic Combat Training (NÂ =Â 38,507) completed a comprehensive computerized neurocognitive assessment battery and self-report questionnaires. A subset of Soldiers (nÂ =Â 6216) completed a follow-up survey, including assessment of lifetime SA, 3-7 years later.|Six hundred eighty-nine Soldiers indicated lifetime SA at baseline and 210 Soldiers indicated new-onset SA at follow-up. Regression analyses, adjusted for demographic variables, revealed significant bivariate associations between neurocognitive performance on measures of sustained attention, impulsivity, working memory, and emotion recognition and lifetime SA at baseline. In a multivariable model including each of these measures as predictors, poorer impulse control and quicker response times on an emotion recognition measure were significantly and independently associated with increased odds of lifetime SA. A second model predicted new-onset SA at follow-up for Soldiers who did not indicate a history of SA at baseline. Poorer impulse control on a measure of sustained attention was predictive of new-onset SA.|Effect sizes are small and of unlikely clinical predictive utility.|We simultaneously examined multiple neurocognitive domains as predictors of SA in a large, representative sample of new Army Soldiers. Impulsivity most strongly predicted past and future SA over and beyond other implicated cognitive-emotional domains.","%U https://www.ncbi.nlm.nih.gov/pubmed/33190841"
"X2265","%D 2018","%B Mil Med","%M 29547934","%A Hoopsick, R. A.","%T Developing a Measure to Assess Emotions Associated with Never Being Deployed","%X Much research has focused on stress related to deployments; however, a substantial proportion of soldiers never deploy. In a study of 1.3 million veterans, suicide risk was higher among veterans who had never deployed. Thus, not being deployed may have an impact on soldiers' well-being; however, no measures exist to assess emotions regarding non-deployment. We aimed to develop and test an original measure of non-deployment emotions.|We examined the Non-Deployment Emotions (NDE) questionnaire, a novel four-item measure of guilt, unit value, unit camaraderie, and unit connectedness in a sample of never-deployed male and female US Army Reserve/National Guard (USAR/NG) soldiers (N = 174). Data are from Operation: SAFETY (Soldiers and Families Excelling Through the Years), an ongoing survey-based study examining the health of USAR/NG soldiers and their partners. The protocol was approved by the Institutional Review Board at the State University of New York at Buffalo. The relationship between each of the items was examined by calculating correlation and alpha coefficients. Latent class analyses tested for the existence of distinct levels of negative emotions related to non-deployment. Negative binomial regression models examined the cross-sectional associations between NDE summary score and each of the following outcomes, separately: anger, anxiety, depression, and post-traumatic stress.|More than half of never-deployed USAR/NG soldiers expressed negative emotions for having not been deployed. ""Guilt,"" ""value,"" ""camaraderie,"" and ""connectedness"" were each positively correlated with each other (p < 0.001) and the internal consistency reliability was high (male soldier Î± = 0.90, female soldier Î± = 0.93). Latent class analyses revealed a superior three-class model with well-delineated class membership (entropy = 0.93): ""Class 1"" (low NDE; 47.6%), ""Class 2"" (moderate NDE; 33.8%), and ""Class 3"" (high NDE; 18.6%). Regression models demonstrated that greater non-deployment emotions were independently associated with more severe anger (RR = 1.02, 95% CI: 1.01, 1.03, p < 0.001), anxiety (RR = 1.06, 95% CI: 1.01, 1.11, p < 0.05), depression (RR = 1.06, 95% CI: 1.01, 1.11, p < 0.05), and PTSD (RR = 1.10, 95% CI: 1.04, 1.16, p < 0.01).|Findings demonstrate that negative emotions regarding non-deployment are prevalent among never-deployed USAR/NG soldiers and that these emotions are related to a mental health. The NDE provides a measure of ""guilt,"" ""value,"" ""camaraderie,"" and ""connectedness"" specific to non-deployed soldiers and is able to well discriminate between soldiers that have low, moderately, and highly negative non-deployment emotions. These findings suggest that all military personnel, regardless of deployment status, could be at risk for negative outcomes. As with any survey-based study, there is a potential for response bias; however, given the range of responses collected with the NDE, social desirability is unlikely. Further work is needed to confirm our findings in other components of the military and to examine soldiers in the rear detachment.","%U https://www.ncbi.nlm.nih.gov/pubmed/29547934"
"X2345","%D 2019","%B Mil Med","%M 30901390","%A Hoyt, T.","%T Development and Implementation of U.S. Army Guidelines for Managing Soldiers at Risk of Suicide","%X Despite significant efforts in suicide prevention over the past several years, suicide rates in the U.S. Army remain largely unchanged. This paper describes a collaborative effort between line-unit leaders, medical personnel, and installation services to synchronize suicide risk identification and communication between these disparate entities.|Under the direction of the Installation Director of Psychological Health at Joint Base Lewis-McChord, a Behavioral Health Process Action Team was chartered to identify best practice and formulate policy for identifying and managing service members at risk for suicide.|Compliance with the new policy reached 100% within 6 months of implementation, as measured by peer review of records. This installation policy was subsequently identified as a best practice and adopted Army-wide as the standard of practice.|Knowledge transfer of research findings into policy and practice is crucial for suicide prevention. The current policy shows good integration of current research with practice in military settings.|Combined efforts in crafting policy for risk identification and communication resulted in a policy that was acceptable and feasible from the perspective of commanders and clinicians. Synchronization efforts between commanders, clinicians, and support services are crucial to ensure effective intervention to prevent suicide behavior.","%U https://www.ncbi.nlm.nih.gov/pubmed/30901390"
"X2377","%D 2017","%B Psychiatry","%M 29466107","%A Jobes, D. A.","%T A Randomized Controlled Trial of the Collaborative Assessment and Management of Suicidality versus Enhanced Care as Usual With Suicidal Soldiers","%X This study describes a randomized controlled trial called ""Operation Worth Living"" (OWL) which compared the use of the Collaborative Assessment and Management of Suicidality (CAMS) to enhanced care as usual (E-CAU). We hypothesized that CAMS would be more effective than E-CAU for reducing suicidal ideation (SI) and suicide attempts (SA), along with secondary behavioral health and health care utilization markers for U.S. Army Soldier outpatients with significant SI (i.e., > 13 on Beck's Scale for Suicide Ideation).|Study participants were 148 Soldiers who presented to a military outpatient behavioral health clinic. There were 73 Soldiers in the experimental arm of the trial who received adherent CAMS; 75 Soldiers received E-CAU. Nine a-priori treatment outcomes (SI, past year SA, suicide-related emergency department (ED) admits, behavioral health-related ED admits, suicide-related inpatient psychiatric unit (IPU) days, behavioral health-related IPU days, mental health, psychiatric distress, resiliency) were measured through assessments at Baseline and at 1, 3, 6, and 12 months post-Baseline (with a 78% retention of intent-to-treat participants at 12 months).|Soldiers in both arms of the trial responded to study treatments in terms of all primary and secondary outcomes (effect sizes ranged from 0.63 to 12.04). CAMS participants were significantly less likely to have any suicidal thoughts by 3 months in comparison to those in E-CAU (Cohen's d = 0.93, p=.028).|Soldiers receiving CAMS and E-CAU significantly improved post-treatment. Those who received CAMS were less likely to report SI at 3 months; further group differences were not otherwise seen.","%U https://www.ncbi.nlm.nih.gov/pubmed/29466107"
"X2437","%D 2013","%B Int J Methods Psychiatr Res","%M 24318217","%A Kessler, R. C.","%T Design of the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS)","%X The Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) is a multi-component epidemiological and neurobiological study designed to generate actionable evidence-based recommendations to reduce US Army suicides and increase basic knowledge about the determinants of suicidality. This report presents an overview of the designs of the six components of the Army STARRS. These include: an integrated analysis of the Historical Administrative Data Study (HADS) designed to provide data on significant administrative predictors of suicides among the more than 1.6 million soldiers on active duty in 2004-2009; retrospective case-control studies of suicide attempts and fatalities; separate large-scale cross-sectional studies of new soldiers (i.e. those just beginning Basic Combat Training [BCT], who completed self-administered questionnaires [SAQs] and neurocognitive tests and provided blood samples) and soldiers exclusive of those in BCT (who completed SAQs); a pre-post deployment study of soldiers in three Brigade Combat Teams about to deploy to Afghanistan (who completed SAQs and provided blood samples) followed multiple times after returning from deployment; and a platform for following up Army STARRS participants who have returned to civilian life. Department of Defense/Army administrative data records are linked with SAQ data to examine prospective associations between self-reports and subsequent suicidality. The presentation closes with a discussion of the methodological advantages of cross-component coordination.","%U https://www.ncbi.nlm.nih.gov/pubmed/24318217"
"X2498","%D 2013","%B Int J Methods Psychiatr Res","%M 24318218","%A Kessler, R. C.","%T Response bias, weighting adjustments, and design effects in the Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS)","%X The Army Study to Assess Risk and Resilience in Servicemembers (Army STARRS) is a multi-component epidemiological and neurobiological study designed to generate actionable recommendations to reduce US Army suicides and increase knowledge about determinants of suicidality. Three Army STARRS component studies are large-scale surveys: one of new soldiers prior to beginning Basic Combat Training (BCT; nâ€‰=â€‰50,765 completed self-administered questionnaires); another of other soldiers exclusive of those in BCT (nâ€‰=â€‰35,372); and a third of three Brigade Combat Teams about to deploy to Afghanistan who are being followed multiple times after returning from deployment (nâ€‰=â€‰9421). Although the response rates in these surveys are quite good (72.0-90.8%), questions can be raised about sample biases in estimating prevalence of mental disorders and suicidality, the main outcomes of the surveys based on evidence that people in the general population with mental disorders are under-represented in community surveys. This paper presents the results of analyses designed to determine whether such bias exists in the Army STARRS surveys and, if so, to develop weights to correct for these biases. Data are also presented on sample inefficiencies introduced by weighting and sample clustering and on analyses of the trade-off between bias and efficiency in weight trimming.","%U https://www.ncbi.nlm.nih.gov/pubmed/24318218"
"X2568","%D 2015","%B Psychol Med","%M 26190760","%A Kessler, R. C.","%T Occupational differences in US Army suicide rates","%X Civilian suicide rates vary by occupation in ways related to occupational stress exposure. Comparable military research finds suicide rates elevated in combat arms occupations. However, no research has evaluated variation in this pattern by deployment history, the indicator of occupation stress widely considered responsible for the recent rise in the military suicide rate.|The joint associations of Army occupation and deployment history in predicting suicides were analysed in an administrative dataset for the 729 337 male enlisted Regular Army soldiers in the US Army between 2004 and 2009.|There were 496 suicides over the study period (22.4/100 000 person-years). Only two occupational categories, both in combat arms, had significantly elevated suicide rates: infantrymen (37.2/100 000 person-years) and combat engineers (38.2/100 000 person-years). However, the suicide rates in these two categories were significantly lower when currently deployed (30.6/100 000 person-years) than never deployed or previously deployed (41.2-39.1/100 000 person-years), whereas the suicide rate of other soldiers was significantly higher when currently deployed and previously deployed (20.2-22.4/100 000 person-years) than never deployed (14.5/100 000 person-years), resulting in the adjusted suicide rate of infantrymen and combat engineers being most elevated when never deployed [odds ratio (OR) 2.9, 95% confidence interval (CI) 2.1-4.1], less so when previously deployed (OR 1.6, 95% CI 1.1-2.1), and not at all when currently deployed (OR 1.2, 95% CI 0.8-1.8). Adjustment for a differential 'healthy warrior effect' cannot explain this variation in the relative suicide rates of never-deployed infantrymen and combat engineers by deployment status.|Efforts are needed to elucidate the causal mechanisms underlying this interaction to guide preventive interventions for soldiers at high suicide risk.","%U https://www.ncbi.nlm.nih.gov/pubmed/26190760"
"X2724","%D 2015","%B JAMA Psychiatry","%M 25390793","%A Kessler, R. C.","%T Predicting suicides after psychiatric hospitalization in US Army soldiers: the Army Study To Assess Risk and rEsilience in Servicemembers (Army STARRS)","%X The US Army experienced a sharp increase in soldier suicides beginning in 2004. Administrative data reveal that among those at highest risk are soldiers in the 12 months after inpatient treatment of a psychiatric disorder.|To develop an actuarial risk algorithm predicting suicide in the 12 months after US Army soldier inpatient treatment of a psychiatric disorder to target expanded posthospitalization care.|There were 53,769 hospitalizations of active duty soldiers from January 1, 2004, through December 31, 2009, with International Classification of Diseases, Ninth Revision, Clinical Modification psychiatric admission diagnoses. Administrative data available before hospital discharge abstracted from a wide range of data systems (sociodemographic, US Army career, criminal justice, and medical or pharmacy) were used to predict suicides in the subsequent 12 months using machine learning methods (regression trees and penalized regressions) designed to evaluate cross-validated linear, nonlinear, and interactive predictive associations.|Suicides of soldiers hospitalized with psychiatric disorders in the 12 months after hospital discharge.|Sixty-eight soldiers died by suicide within 12 months of hospital discharge (12.0% of all US Army suicides), equivalent to 263.9 suicides per 100,000 person-years compared with 18.5 suicides per 100,000 person-years in the total US Army. The strongest predictors included sociodemographics (male sex [odds ratio (OR), 7.9; 95% CI, 1.9-32.6] and late age of enlistment [OR, 1.9; 95% CI, 1.0-3.5]), criminal offenses (verbal violence [OR, 2.2; 95% CI, 1.2-4.0] and weapons possession [OR, 5.6; 95% CI, 1.7-18.3]), prior suicidality [OR, 2.9; 95% CI, 1.7-4.9], aspects of prior psychiatric inpatient and outpatient treatment (eg, number of antidepressant prescriptions filled in the past 12 months [OR, 1.3; 95% CI, 1.1-1.7]), and disorders diagnosed during the focal hospitalizations (eg, nonaffective psychosis [OR, 2.9; 95% CI, 1.2-7.0]). A total of 52.9% of posthospitalization suicides occurred after the 5% of hospitalizations with highest predicted suicide risk (3824.1 suicides per 100,000 person-years). These highest-risk hospitalizations also accounted for significantly elevated proportions of several other adverse posthospitalization outcomes (unintentional injury deaths, suicide attempts, and subsequent hospitalizations).|The high concentration of risk of suicide and other adverse outcomes might justify targeting expanded posthospitalization interventions to soldiers classified as having highest posthospitalization suicide risk, although final determination requires careful consideration of intervention costs, comparative effectiveness, and possible adverse effects.","%U https://www.ncbi.nlm.nih.gov/pubmed/25390793"
"X3000","%D 2021","%B Contemp Clin Trials Commun","%M 33665470","%A Khazem, L. R.","%T The Marine Suicide Prevention and Intervention REsearch (M-SPIRE) study: A randomized clinical trial investigating potential treatment mechanisms for reducing suicidal behaviors among military personnel","%X Suicides within the U.S. Armed Forces remain elevated. Brief cognitive behavioral therapy for suicide prevention (BCBT) has demonstrated preliminary efficacy as a psychotherapeutic intervention that reduces suicide attempts among U.S. Army Soldiers. The generalizability of BCBT's effects in other military groups and its underlying mechanisms of action remain unknown, however. The Marine Suicide Prevention and Intervention REsearch (M-SPIRE) study is designed to test the efficacy of BCBT for the prevention of suicide attempts among active duty U.S. Marines with recent suicidal ideation or attempts and to identify potential mechanisms of change contributing to BCBT's effects. In this protocol paper, we describe M-SPIRE's rationale and methods with a particular emphasis on measuring treatment fidelity and BCBT's hypothesized mechanisms of action.","%U https://www.ncbi.nlm.nih.gov/pubmed/33665470"
"X3062","%D 2019","%B J Trauma Acute Care Surg","%M 31045733","%A Kotwal, R. S.","%T A descriptive study of US Special Operations Command fatalities, 2001 to 2018","%X Studies of fatalities from injury and disease guide prevention and treatment efforts for populations at risk. Findings can inform leadership and direct clinical practice guidelines, research, and personnel, training, and equipment requirements.|A retrospective review and descriptive analysis was conducted of United States Special Operations Command (USSOCOM) fatalities who died while performing duties from September 11, 2001, to September 10, 2018. Characteristics analyzed included subcommand, military activity, operational posture, and manner of death.|Of 614 USSOCOM fatalities (median age, 30 years; male, 98.5%) the leading cause of death was injury (97.7%); specifically, multiple/blunt force injury (34.5%), blast injury (30.7%), gunshot wound (GSW; 30.3%), and other (4.5%). Most died outside the United States (87.1%), during combat operations (85.3%), in the prehospital environment (91.5%), and the same day of insult (90.4%). Most fatalities were with the US Army Special Operations Command (67.6%), followed by the Naval Special Warfare Command (16.0%), Air Force Special Operations Command (9.3%), and Marine Corps Forces Special Operations Command (7.2%). Of 54.6% who died of injuries incurred during mounted operations, most were on ground vehicles (53.7%), followed by rotary-wing (37.3%) and fixed-wing (9.0%) aircrafts. The manner of death was primarily homicide (66.0%) and accident (30.5%), followed by natural (2.1%), suicide (0.8%), and undetermined (0.7%). Specific homicide causes of death were GSW (43.7%), blast injury (42.2%), multiple/blunt force injury (13.8%), and other (0.2%). Specific accident causes of death were multiple/blunt force injury (80.7%), blast injury (6.4%), GSW (0.5%), and other (12.3%). Of accident fatalities with multiple/blunt force injury, the mechanism was mostly aircraft mishaps (62.9%), particularly rotary wing (68.4%).|Most USSOCOM fatalities died abroad from injury in the prehospital setting. To improve survival from military activities worldwide, leaders must continue to optimize prehospital capability and develop strategies that rapidly connect patients to advanced resuscitative and surgical care.|Epidemiological, level IV; Therapeutic level IV.","%U https://www.ncbi.nlm.nih.gov/pubmed/31045733"
"X3314","%D 2023","%B Psychiatr Serv","%M 36872895","%A Luu, A.","%T Prospective Association of Unmet Mental Health Treatment Needs With Suicidal Behavior Among Combat-Deployed Soldiers","%X Military personnel frequently report discontinuing or not pursuing psychiatric treatment despite perceiving a need for services. This study aimed to examine how unmet need for treatment or support among U.S. Army soldiers relates to future suicidal ideation (SI) or suicide attempt (SA).|Mental health treatment need and help seeking in the past 12 months were evaluated for soldiers (N=4,645) who subsequently deployed to Afghanistan. Weighted logistic regression models were used to examine the prospective association of predeployment treatment needs with SI and SA during and after deployment, with adjustment for potential confounders.|Compared with soldiers without predeployment treatment needs, those who reported not seeking help despite needing it had increased risk for SI during deployment (adjusted OR [AOR]=1.73), past-30-day SI at 2-3 months postdeployment (AOR=2.08), past-30-day SI at 8-9 months postdeployment (AOR=2.01), and SA through 8-9 months postdeployment (AOR=3.65). Soldiers who sought help and stopped treatment without improvement had elevated SI risk at 2-3 months postdeployment (AOR=2.35). Those who sought help and stopped after improving did not have increased SI risk during or 2-3 months after deployment but had elevated risks for SI (AOR=1.71) and SA (AOR=3.43) by 8-9 months postdeployment. Risks for all suicidality outcomes were also elevated among soldiers who reported receiving ongoing treatment before deployment.|Unmet or ongoing needs for mental health treatment or support before deployment are associated with increased risk for suicidal behavior during and after deployment. Detecting and addressing treatment needs among soldiers before deployment may help prevent suicidality during deployment and reintegration periods.","%U https://www.ncbi.nlm.nih.gov/pubmed/36872895"
"X3350","%D 2011","%B Sleep","%M 21886356","%A Luxton, D. D.","%T Prevalence and impact of short sleep duration in redeployed OIF soldiers","%X Short sleep duration (SSD) is common among deployed soldiers. The prevalence of SSD during redeployment, however, is unknown.|Cross-sectional study of a brigade combat team (n = 3152 US Army soldiers) surveyed 90-180 days after completing a 6-15 month deployment to Iraq as part of Operation Iraqi Freedom (OIF). Survey items targeted sleep habits and comorbid medical conditions. Multivariate logistic regression analyses were performed to calculate adjusted odds ratios of medical comorbidities associated with SSD.|US Army Infantry Post.|All soldiers from a redeploying brigade combat team participated in a health assessment between 90 and 180 days upon return to Ft. Lewis from Iraq.|None.|A total of 2738 (86.9%) soldiers answered questions regarding self-perceived sleep and were included in the analysis. Mean sleep duration was 5.8 Â± 1.2 hours. Nineteen hundred fifty-nine (72%) slept â‰_ 6 h, but only 16% reported a daytime nap or felt their job performance was affected due to lack of sleep. Short sleep was more common among soldiers who reported combat exposure. After controlling for combat exposure, short sleep duration (SSD) was associated with symptoms of depression, posttraumatic stress disorder, panic syndrome, and with high-risk health behaviors such as abuse of tobacco and alcohol products, and suicide attempts.|SSD is common among redeployed soldiers. Soldiers who experienced combat are at increased risk for persistent SSD and comorbidities associated with SSD. Efforts to reestablish good sleep habits and aggressive evaluation of soldiers with persistent SSD following deployment may aid in the prevention and management of associated medical conditions.","%U https://www.ncbi.nlm.nih.gov/pubmed/21886356"
"X3403","%D 2015","%B Psychiatry Res","%M 25530416","%A Maguen, S.","%T Gender differences in suicide and suicide attempts among US Army soldiers","%X In order to best tailor suicide prevention initiatives and programs, it is critical to gain an understanding of how service members__ suicide risk factors may differ by gender. We aimed to better understand gender differences in suicide and suicide attempts among soldiers, including demographic, military, mental health, and other risk factors. We also examined risk factors uniquely associated with suicide and suicide attempts. We conducted a retrospective study of 1857 US Army soldiers who died by suicide or attempted suicide between 2008 and 2010 and had a Department of Defense Suicide Event Report. Female and male soldiers had more similarities than differences when examining risk factors associated with suicide. The only gender difference approaching significance was workplace difficulties, which was more strongly associated with suicide for female soldiers, compared to their male counterparts. Among suicide decedents, the most common risk factor was having a failed intimate relationship in the 90 days prior to suicide. Among those who attempted suicide, the most common risk factor was a major psychiatric diagnosis. Better understanding both gender differences and risk factors uniquely associated with suicide has critical prevention and public health implications as we work to better understand preventable mortality in our youngest generation of service members.","%U https://www.ncbi.nlm.nih.gov/pubmed/25530416"
"X3450","%D 2014","%B Mil Med","%M 25469972","%A Mancha, B. E.","%T Mortality surveillance in the U.S. Army, 2005-2011","%X Mortality rates in the U.S. Army from 2005 to 2011 were examined over time and compared to the U.S. general population.|Cases were U.S. Army Soldiers (active duty or activated National Guard/Reserve) with dates of death between 2005 and 2011 and between 18 and 64 years of age in the Department of Defense Medical Mortality Registry. Age- and sex-adjusted annual mortality rates (AR) were calculated for each category of death and examined via linear regression. Proportions of underlying causes of death were also examined.|The trend in AR in the U.S. Army significantly decreased for combat deaths, the average annual percent change (AAPC) = 15.2% decrease in the log of the rate (LAR); p = 0.04 and accident deaths, AAPC = 5.4% decrease in the LAR; p = 0.002 and significantly increased for suicides, AAPC = 10.6% increase in the LAR; p = 0.001. The trend in AR for suicides for the Army was significantly different compared to the U.S. general population, AAPC = 11.0% increase in the LAR; p < 0.001.|Trends in rates of combat deaths and accident deaths declined although rates of suicides increased. The Army suicide rate increased in comparison to the United States. 70% of accident deaths were transportation related. Almost 70% of suicides and homicides were firearm related.","%U https://www.ncbi.nlm.nih.gov/pubmed/25469972"
"X3534","%D 2019","%B Suicide Life Threat Behav","%M 30368865","%A Martin, R. L.","%T How Distress Tolerance Mediates the Relationship Between Posttraumatic Stress Disorder and the Interpersonal Theory of Suicide Constructs in a U.S. Military Sample","%X Despite the general suicide rate within the military being comparable to the general population when comparing peers, there are certain branches of the military that have elevated risk. Specifically, the U.S. National Guard has suicide rates that are constantly higher than other military branches and civilian peers. The National Guard are a unique military population in which they frequently transition between military and civilian life. With these unique experiences and heightened risk, military suicide prevention efforts may benefit from further research within this population. Posttraumatic stress disorder (PTSD) is another concern amongst military personnel and has been linked to suicidal behavior.|The current study examined the indirect effects that distress tolerance, a protective factor against suicide, has on the relationship between PTSD and constructs within a well-validated theory for suicide (the Interpersonal-Psychological Theory for suicidal behaviors) in a sample of U.S. Army National Guard personnel.|Results indicated that distress tolerance had a significant indirect effect on the relationship between PTSD and thwarted belongingness, perceived burdensomeness, and capability for suicide.|These findings are consistent with previous literature examining the relationship between distress tolerance and our outcome variables. These results could have important clinical implications, mainly that intervention strategies targeting distress tolerance could have significant impacts on suicide-relate thoughts.","%U https://www.ncbi.nlm.nih.gov/pubmed/30368865"
